Order,Lot Frontage,Lot Frontage,Garage Area,House Style,Fireplaces,Garage Type,Garage Cars,Yr Sold,SalePrice
811,64.0,64.0,400.0,1Story,0,Attchd,2.0,2009,118858
812,64.0,64.0,400.0,1Story,0,Attchd,2.0,2009,118858
813,64.0,64.0,528.0,2Story,0,Detchd,2.0,2009,142953
814,64.0,64.0,672.0,SFoyer,2,Detchd,2.0,2009,148325
815,64.0,64.0,400.0,1Story,0,Attchd,2.0,2009,113722
816,,,820.0,2Story,2,BuiltIn,4.0,2009,269500
817,,,820.0,2Story,2,BuiltIn,4.0,2009,269500
818,,,820.0,2Story,2,BuiltIn,4.0,2009,269500
819,84.0,84.0,1138.0,1Story,1,Attchd,3.0,2009,323262
820,79.0,79.0,826.0,1Story,1,Attchd,3.0,2009,297000
821,61.0,61.0,860.0,1Story,1,Attchd,3.0,2009,295493
822,65.0,65.0,846.0,1Story,1,Attchd,3.0,2009,332000
823,71.0,71.0,904.0,1Story,1,Attchd,3.0,2009,239900
824,68.0,68.0,578.0,2Story,0,Attchd,2.0,2009,212000
825,77.0,77.0,524.0,1Story,2,Attchd,2.0,2009,272500
826,122.0,122.0,702.0,1Story,0,Attchd,2.0,2009,239000
827,68.0,68.0,660.0,1Story,1,Attchd,2.0,2009,220000
828,64.0,64.0,662.0,1Story,1,Attchd,2.0,2009,200000
829,95.0,95.0,810.0,1Story,0,Attchd,3.0,2009,221800
830,64.0,64.0,632.0,1Story,0,Attchd,2.0,2009,194500
831,78.0,78.0,844.0,1Story,1,Attchd,3.0,2009,237000
832,79.0,79.0,440.0,2Story,1,Attchd,2.0,2009,173000
833,,,569.0,SLvl,1,Attchd,2.0,2009,275000
834,,,525.0,2Story,1,Attchd,2.0,2009,233500
835,,,538.0,2Story,0,Attchd,2.0,2009,185000
836,82.0,82.0,576.0,1Story,0,Detchd,2.0,2009,152000
837,65.0,65.0,440.0,1Story,0,Attchd,1.0,2009,143000
838,65.0,65.0,470.0,2Story,0,Attchd,2.0,2009,231500
839,43.0,43.0,550.0,2Story,1,Attchd,2.0,2009,212000
840,65.0,65.0,539.0,1Story,0,Attchd,2.0,2009,207000
841,112.0,112.0,672.0,1Story,0,Attchd,2.0,2009,145000
842,60.0,60.0,480.0,1Story,0,Detchd,2.0,2009,138000
843,80.0,80.0,546.0,2Story,0,Attchd,2.0,2009,197900
844,78.0,78.0,577.0,1Story,0,Attchd,2.0,2009,204000
845,68.0,68.0,666.0,1Story,0,Attchd,2.0,2009,192000
846,70.0,70.0,492.0,2Story,1,Attchd,2.0,2009,200000
847,68.0,68.0,493.0,2Story,0,Attchd,2.0,2009,195000
848,67.0,67.0,544.0,1Story,0,Attchd,2.0,2009,227000
849,79.0,79.0,622.0,2Story,0,Attchd,2.0,2009,230000
850,67.0,67.0,605.0,1Story,0,Attchd,2.0,2009,187100
851,65.0,65.0,577.0,1Story,0,Attchd,2.0,2009,203000
852,75.0,75.0,608.0,1Story,1,Attchd,2.0,2009,201000
853,60.0,60.0,0.0,1Story,0,,0.0,2009,124000
854,,,343.0,1Story,0,Attchd,1.0,2009,140000
855,76.0,76.0,444.0,1Story,0,Attchd,2.0,2009,134900
856,61.0,61.0,484.0,1Story,0,Detchd,2.0,2009,150500
857,,,336.0,1Story,0,Attchd,1.0,2009,136500
858,,,252.0,1Story,0,Detchd,1.0,2009,143500
859,36.0,36.0,338.0,1Story,1,Attchd,1.0,2009,133500
860,60.0,60.0,600.0,1Story,0,Detchd,2.0,2009,123000
861,60.0,60.0,396.0,SFoyer,0,Detchd,1.0,2009,133900
862,70.0,70.0,396.0,SFoyer,0,Detchd,2.0,2009,133000
863,90.0,90.0,1231.0,1Story,0,Attchd,3.0,2009,250000
864,,,570.0,2Story,1,BuiltIn,2.0,2009,254750
865,,,522.0,1Story,1,Attchd,2.0,2009,236500
866,,,531.0,2Story,1,BuiltIn,2.0,2009,261500
867,,,736.0,2Story,2,Attchd,3.0,2009,313000
868,70.0,70.0,550.0,2Story,0,Attchd,2.0,2009,198500
869,,,608.0,2Story,0,Attchd,2.0,2009,211000
870,90.0,90.0,521.0,1Story,1,Attchd,2.0,2009,220000
871,73.0,73.0,478.0,1Story,1,Attchd,2.0,2009,203000
872,,,523.0,1Story,1,Attchd,2.0,2009,279500
873,70.0,70.0,511.0,1Story,1,Attchd,2.0,2009,210000
874,,,645.0,2Story,0,Attchd,2.0,2009,219500
875,70.0,70.0,512.0,2Story,1,Attchd,2.0,2009,191000
876,70.0,70.0,573.0,1Story,0,Attchd,2.0,2009,178000
877,75.0,75.0,451.0,1Story,1,Attchd,2.0,2009,213000
878,,,420.0,1Story,0,Attchd,2.0,2009,144000
879,,,420.0,1Story,0,Attchd,2.0,2009,140000
880,85.0,85.0,810.0,1Story,1,Attchd,3.0,2009,293200
881,65.0,65.0,572.0,2Story,0,Attchd,2.0,2009,190000
882,63.0,63.0,570.0,1Story,0,Attchd,2.0,2009,190000
883,64.0,64.0,540.0,2Story,0,Attchd,2.0,2009,173500
884,85.0,85.0,440.0,2Story,1,BuiltIn,2.0,2009,170000
885,67.0,67.0,520.0,1Story,0,Detchd,2.0,2009,108000
886,75.0,75.0,480.0,1Story,0,Detchd,2.0,2009,167000
887,67.0,67.0,288.0,1Story,1,Detchd,1.0,2009,100000
888,64.0,64.0,672.0,SFoyer,1,BuiltIn,2.0,2009,198500
889,75.0,75.0,440.0,2Story,0,Attchd,2.0,2009,159500
890,80.0,80.0,544.0,1Story,0,2Types,1.0,2009,127000
891,72.0,72.0,352.0,SLvl,1,Detchd,1.0,2009,125000
892,86.0,86.0,768.0,1Story,1,Attchd,3.0,2009,320000
893,35.0,35.0,525.0,SFoyer,0,Basment,2.0,2009,145500
894,50.0,50.0,0.0,1Story,0,,0.0,2009,118000
895,64.0,64.0,320.0,1Story,0,Detchd,1.0,2009,85000
896,70.0,70.0,195.0,1Story,0,Attchd,1.0,2009,120000
897,50.0,50.0,240.0,1.5Fin,0,Detchd,1.0,2009,98000
898,56.0,56.0,0.0,1Story,0,,0.0,2009,99900
899,74.0,74.0,528.0,1Story,0,Detchd,2.0,2009,82000
900,65.0,65.0,0.0,1Story,0,,0.0,2009,119900
901,70.0,70.0,313.0,1Story,1,Attchd,1.0,2009,103500
902,,,288.0,1Story,0,Basment,1.0,2009,112000
903,67.0,67.0,528.0,1.5Fin,0,Detchd,2.0,2009,110000
904,45.0,45.0,256.0,1.5Fin,2,Detchd,1.0,2009,122000
905,60.0,60.0,660.0,1.5Fin,0,Detchd,2.0,2009,117000
906,70.0,70.0,250.0,1.5Fin,2,Basment,1.0,2009,160000
907,55.0,55.0,281.0,1.5Fin,0,Detchd,1.0,2009,159434
908,60.0,60.0,246.0,1Story,0,Detchd,1.0,2009,60000
909,60.0,60.0,240.0,1.5Fin,1,Detchd,1.0,2009,139500
910,102.0,102.0,672.0,2.5Fin,2,Basment,2.0,2009,197000
911,43.0,43.0,180.0,2Story,1,Detchd,1.0,2009,105000
912,65.0,65.0,576.0,1.5Fin,2,Detchd,2.0,2009,135000
913,64.0,64.0,440.0,1Story,1,Detchd,2.0,2009,147500
914,51.0,51.0,216.0,1.5Fin,1,Detchd,1.0,2009,137450
915,60.0,60.0,576.0,2Story,0,Detchd,2.0,2009,155000
916,57.0,57.0,342.0,1.5Fin,1,Detchd,2.0,2009,177000
917,52.0,52.0,216.0,1.5Fin,1,Detchd,1.0,2009,145000
918,53.0,53.0,215.0,2Story,1,Detchd,1.0,2009,137000
919,53.0,53.0,282.0,2Story,2,Detchd,1.0,2009,234000
920,60.0,60.0,440.0,1.5Fin,2,Detchd,2.0,2009,205000
921,,,213.0,2Story,2,Attchd,1.0,2009,177500
922,130.0,130.0,256.0,1.5Fin,2,Detchd,1.0,2009,160000
923,80.0,80.0,307.0,1Story,0,Attchd,1.0,2009,155000
924,80.0,80.0,432.0,1Story,0,Detchd,2.0,2009,163500
925,54.0,54.0,186.0,1.5Fin,1,Detchd,1.0,2009,154900
926,,,400.0,2.5Unf,2,Detchd,2.0,2009,205000
927,70.0,70.0,390.0,1Story,1,Attchd,1.0,2009,144800
928,75.0,75.0,234.0,2Story,1,Attchd,1.0,2009,174500
929,90.0,90.0,463.0,1Story,1,Attchd,2.0,2009,193000
930,78.0,78.0,295.0,1.5Fin,1,Attchd,1.0,2009,158000
931,80.0,80.0,300.0,1Story,1,Attchd,1.0,2009,158500
932,100.0,100.0,576.0,1Story,2,Basment,2.0,2009,224000
933,24.0,24.0,452.0,2Story,1,Detchd,2.0,2009,115000
934,24.0,24.0,462.0,2Story,1,Attchd,2.0,2009,137000
935,24.0,24.0,462.0,2Story,1,Attchd,2.0,2009,121000
936,24.0,24.0,462.0,2Story,1,Attchd,2.0,2009,124000
937,,,501.0,SLvl,1,BuiltIn,2.0,2009,208000
938,,,551.0,1Story,2,Attchd,2.0,2009,315000
939,,,540.0,1Story,1,Attchd,2.0,2009,222000
940,59.0,59.0,468.0,2Story,0,Detchd,1.0,2009,147000
941,50.0,50.0,576.0,2Story,0,Detchd,2.0,2009,123000
942,60.0,60.0,189.0,2Story,0,Detchd,1.0,2009,78000
943,105.0,105.0,0.0,1.5Fin,0,,0.0,2009,85000
944,60.0,60.0,200.0,1Story,0,Detchd,1.0,2009,75000
945,44.0,44.0,482.0,1Story,1,Attchd,2.0,2009,230000
946,109.0,109.0,280.0,1Story,0,Detchd,1.0,2009,57625
947,75.0,75.0,642.0,2Story,1,BuiltIn,3.0,2009,251000
948,48.0,48.0,670.0,1.5Fin,1,Attchd,2.0,2009,239686
949,43.0,43.0,550.0,1Story,1,Attchd,2.0,2009,240000
950,71.0,71.0,560.0,2Story,1,BuiltIn,2.0,2009,215000
951,75.0,75.0,351.0,SFoyer,1,Attchd,1.0,2009,156450
952,72.0,72.0,541.0,SFoyer,2,Attchd,2.0,2009,173000
953,75.0,75.0,539.0,1.5Fin,0,Attchd,2.0,2009,126000
954,,,497.0,SLvl,0,Attchd,2.0,2009,173000
955,82.0,82.0,672.0,1Story,0,Detchd,2.0,2009,152000
956,,,525.0,SLvl,1,Basment,2.0,2009,137500
957,150.0,150.0,513.0,1Story,2,Attchd,2.0,2009,375000
958,89.0,89.0,912.0,1Story,1,Attchd,3.0,2009,315500
959,83.0,83.0,650.0,2Story,0,Attchd,2.0,2009,224500
960,113.0,113.0,780.0,1Story,1,Attchd,3.0,2009,410000
961,79.0,79.0,885.0,1Story,0,Attchd,3.0,2009,316500
962,73.0,73.0,610.0,1Story,0,Attchd,3.0,2009,201000
963,130.0,130.0,576.0,1Story,1,Attchd,2.0,2009,175000
964,,,440.0,2Story,1,BuiltIn,2.0,2009,204000
965,125.0,125.0,578.0,SLvl,1,Attchd,2.0,2009,213500
966,,,471.0,1Story,0,Attchd,2.0,2009,220000
967,75.0,75.0,486.0,2Story,0,Attchd,2.0,2009,170000
968,85.0,85.0,765.0,1Story,1,Attchd,3.0,2009,315000
969,85.0,85.0,920.0,1Story,1,Attchd,3.0,2009,425000
970,75.0,75.0,384.0,1Story,0,Attchd,1.0,2009,139500
971,100.0,100.0,336.0,1Story,1,Attchd,2.0,2009,115000
972,32.0,32.0,412.0,1Story,0,Attchd,2.0,2009,162000
973,,,402.0,1Story,0,Attchd,2.0,2009,165000
974,21.0,21.0,297.0,SLvl,0,BuiltIn,1.0,2009,91000
975,62.0,62.0,288.0,1Story,0,Attchd,1.0,2009,130000
976,21.0,21.0,286.0,SFoyer,0,Attchd,1.0,2009,86000
977,83.0,83.0,504.0,1Story,1,Attchd,2.0,2009,160000
978,21.0,21.0,286.0,SFoyer,0,Attchd,1.0,2009,80000
979,21.0,21.0,0.0,2Story,1,,0.0,2009,97000
980,21.0,21.0,286.0,2Story,0,Attchd,1.0,2009,88000
981,50.0,50.0,336.0,SFoyer,0,Detchd,1.0,2009,131900
982,62.0,62.0,429.0,SLvl,0,Attchd,1.0,2009,131250
983,,,602.0,SFoyer,1,Attchd,2.0,2009,165500
984,,,0.0,1Story,0,,0.0,2009,112000
985,70.0,70.0,698.0,SFoyer,1,Detchd,2.0,2009,149000
986,85.0,85.0,480.0,1.5Fin,0,Attchd,2.0,2009,143000
987,62.0,62.0,440.0,2Story,0,Detchd,2.0,2009,130000
988,,,714.0,1Story,2,Attchd,2.0,2009,196000
989,70.0,70.0,898.0,2Story,1,Attchd,2.0,2009,173000
990,87.0,87.0,601.0,1Story,1,Attchd,2.0,2008,176500
991,,,550.0,1Story,2,Attchd,2.0,2008,237500
992,85.0,85.0,576.0,2Story,2,Attchd,2.0,2008,206900
993,72.0,72.0,470.0,2Story,1,Attchd,2.0,2008,187500
994,65.0,65.0,420.0,2Story,1,BuiltIn,2.0,2008,165000
995,59.0,59.0,472.0,2Story,0,Attchd,2.0,2008,195500
996,59.0,59.0,472.0,2Story,2,Attchd,2.0,2008,192000
997,,,386.0,2Story,1,Attchd,2.0,2008,173000
998,53.0,53.0,404.0,1Story,0,Attchd,2.0,2008,177900
999,57.0,57.0,406.0,2Story,1,Attchd,2.0,2008,175000
1000,41.0,41.0,682.0,1Story,1,Attchd,2.0,2008,286000
1001,45.0,45.0,528.0,1Story,1,Attchd,2.0,2008,247900
1002,41.0,41.0,462.0,1Story,1,Attchd,2.0,2008,180000
1003,39.0,39.0,506.0,1Story,0,Attchd,2.0,2008,180000
1004,100.0,100.0,470.0,2Story,1,Attchd,2.0,2008,181000
1005,73.0,73.0,460.0,2Story,1,Attchd,2.0,2008,183000
1006,,,431.0,2Story,1,Attchd,2.0,2008,188000
1007,,,409.0,2Story,1,Attchd,2.0,2008,194500
1008,,,416.0,2Story,0,Attchd,2.0,2008,185000
1009,40.0,40.0,472.0,1Story,1,Attchd,2.0,2008,189000
1010,65.0,65.0,462.0,1Story,1,Attchd,2.0,2008,188500
1011,101.0,101.0,683.0,2Story,1,BuiltIn,3.0,2008,355000
1012,77.0,77.0,656.0,2Story,1,BuiltIn,3.0,2008,325000
1013,53.0,53.0,670.0,1Story,1,Attchd,3.0,2008,387000
1014,,,495.0,1Story,2,Attchd,2.0,2008,115000
1015,60.0,60.0,557.0,1Story,1,Attchd,2.0,2008,334000
1016,,,738.0,1Story,1,Attchd,2.0,2008,133000
1017,46.0,46.0,542.0,2Story,1,Attchd,2.0,2008,215000
1018,63.0,63.0,528.0,1Story,1,Attchd,2.0,2008,226500
1019,78.0,78.0,576.0,1Story,1,Attchd,2.0,2008,175500
1020,,,598.0,1Story,0,Attchd,2.0,2008,181900
1021,56.0,56.0,550.0,1Story,2,Attchd,2.0,2008,235000
1022,85.0,85.0,551.0,1Story,1,Attchd,2.0,2008,220000
1023,,,619.0,2Story,1,Attchd,2.0,2008,272000
1024,90.0,90.0,461.0,1Story,1,Attchd,2.0,2008,161000
1025,,,540.0,1Story,0,Attchd,2.0,2008,175000
1026,80.0,80.0,489.0,2Story,1,Attchd,2.0,2008,185000
1027,75.0,75.0,484.0,2Story,0,Detchd,2.0,2008,146900
1028,,,1314.0,2Story,2,Attchd,4.0,2008,292500
1029,104.0,104.0,478.0,1Story,1,Attchd,2.0,2008,180000
1030,80.0,80.0,473.0,1Story,1,Attchd,2.0,2008,159900
1031,80.0,80.0,483.0,2Story,1,Attchd,2.0,2008,205000
1032,80.0,80.0,439.0,1Story,1,Attchd,2.0,2008,157000
1033,,,787.0,2Story,1,Attchd,3.0,2008,306000
1034,60.0,60.0,480.0,2Story,0,Detchd,2.0,2008,133000
1035,65.0,65.0,460.0,1Story,0,Attchd,2.0,2008,151000
1036,68.0,68.0,288.0,1Story,0,Attchd,1.0,2008,111900
1037,63.0,63.0,576.0,1Story,0,Detchd,2.0,2008,123000
1038,,,576.0,1Story,0,Detchd,2.0,2008,111250
1039,34.0,34.0,511.0,1Story,0,Attchd,2.0,2008,181000
1040,21.0,21.0,264.0,2Story,0,Detchd,1.0,2008,103400
1041,21.0,21.0,264.0,2Story,0,Detchd,1.0,2008,100000
1042,21.0,21.0,352.0,2Story,0,Detchd,1.0,2008,100500
1043,21.0,21.0,280.0,2Story,0,Detchd,1.0,2008,106000
1044,21.0,21.0,264.0,2Story,0,Detchd,1.0,2008,85400
1045,21.0,21.0,264.0,2Story,0,Detchd,1.0,2008,89500
1046,21.0,21.0,264.0,2Story,0,Detchd,1.0,2008,111750
1047,53.0,53.0,440.0,1Story,0,Attchd,2.0,2008,140000
1048,24.0,24.0,460.0,2Story,0,Attchd,2.0,2008,143000
1049,24.0,24.0,440.0,1Story,0,Attchd,2.0,2008,148500
1050,,,264.0,1Story,0,Attchd,1.0,2008,110000
1051,96.0,96.0,774.0,1Story,1,Attchd,3.0,2008,394617
1052,96.0,96.0,846.0,2Story,1,BuiltIn,3.0,2008,426000
1053,114.0,114.0,1220.0,1Story,1,Attchd,3.0,2008,385000
1054,67.0,67.0,858.0,2Story,1,Attchd,3.0,2008,446261
1055,98.0,98.0,905.0,1Story,0,Attchd,3.0,2008,317500
1056,107.0,107.0,866.0,1Story,1,Attchd,3.0,2008,372402
1057,105.0,105.0,650.0,1Story,1,Attchd,3.0,2008,417500
1058,104.0,104.0,706.0,1Story,1,Attchd,3.0,2008,383000
1059,108.0,108.0,850.0,2Story,1,BuiltIn,3.0,2008,390000
1060,96.0,96.0,1150.0,2Story,1,BuiltIn,4.0,2008,460000
1061,102.0,102.0,1003.0,2Story,1,BuiltIn,3.0,2008,379000
1062,74.0,74.0,656.0,2Story,1,BuiltIn,3.0,2008,250000
1063,85.0,85.0,756.0,2Story,1,BuiltIn,3.0,2008,316000
1064,106.0,106.0,789.0,1Story,2,Attchd,3.0,2008,615000
1065,110.0,110.0,726.0,2Story,2,BuiltIn,3.0,2008,412500
1066,85.0,85.0,871.0,2Story,1,BuiltIn,3.0,2008,284000
1067,92.0,92.0,732.0,1Story,1,Attchd,3.0,2008,284000
1068,130.0,130.0,746.0,2Story,1,Attchd,3.0,2008,421250
1069,112.0,112.0,795.0,2Story,1,BuiltIn,3.0,2008,370000
1070,58.0,58.0,870.0,1Story,1,Attchd,3.0,2008,336860
1071,65.0,65.0,1052.0,1Story,1,Attchd,3.0,2008,367294
1072,135.0,135.0,484.0,1Story,1,Attchd,2.0,2008,192000
1073,62.0,62.0,588.0,1Story,1,Attchd,2.0,2008,274000
1074,63.0,63.0,564.0,1Story,1,Attchd,2.0,2008,266000
1075,89.0,89.0,944.0,1Story,1,Attchd,3.0,2008,370967
1076,48.0,48.0,550.0,1Story,1,Attchd,2.0,2008,234250
1077,48.0,48.0,550.0,1Story,1,Attchd,2.0,2008,219500
1078,36.0,36.0,474.0,2Story,0,BuiltIn,2.0,2008,155000
1079,36.0,36.0,474.0,2Story,0,BuiltIn,2.0,2008,154000
1080,59.0,59.0,484.0,1Story,1,Attchd,2.0,2008,207000
1081,,,644.0,1Story,1,Attchd,3.0,2008,195000
1082,,,668.0,1Story,1,Attchd,3.0,2008,219990
1083,43.0,43.0,437.0,1Story,1,Attchd,2.0,2008,191000
1084,43.0,43.0,388.0,1Story,1,Attchd,2.0,2008,159895
1085,53.0,53.0,428.0,1Story,1,Attchd,2.0,2008,187687
1086,80.0,80.0,393.0,2Story,1,Attchd,2.0,2008,179000
1087,62.0,62.0,398.0,2Story,1,Attchd,2.0,2008,193000
1088,59.0,59.0,400.0,SLvl,0,Attchd,2.0,2008,190000
1089,51.0,51.0,400.0,2Story,0,Attchd,2.0,2008,176000
1090,,,400.0,2Story,1,BuiltIn,2.0,2008,188000
1091,,,434.0,2Story,1,BuiltIn,2.0,2008,213000
1092,55.0,55.0,484.0,1Story,1,Attchd,2.0,2008,217300
1093,93.0,93.0,451.0,2Story,1,Attchd,2.0,2008,186500
1094,71.0,71.0,431.0,2Story,1,Attchd,2.0,2008,226750
1095,60.0,60.0,388.0,2Story,1,Attchd,2.0,2008,184000
1096,,,403.0,2Story,1,Attchd,2.0,2008,176000
1097,41.0,41.0,400.0,2Story,1,BuiltIn,2.0,2008,225000
1098,77.0,77.0,450.0,2Story,1,BuiltIn,2.0,2008,185900
1099,84.0,84.0,516.0,2.5Unf,1,Attchd,2.0,2008,284500
1100,80.0,80.0,696.0,2Story,1,Attchd,3.0,2008,315000
1101,84.0,84.0,836.0,2Story,1,Attchd,3.0,2008,250000
1102,,,687.0,2Story,1,BuiltIn,3.0,2008,291000
1103,136.0,136.0,938.0,1Story,1,Attchd,3.0,2008,350000
1104,97.0,97.0,576.0,2Story,2,Attchd,2.0,2008,279500
1105,,,751.0,2Story,1,Attchd,3.0,2008,290000
1106,91.0,91.0,839.0,1Story,1,Attchd,3.0,2008,350000
1107,96.0,96.0,983.0,2Story,1,Attchd,3.0,2008,341000
1108,91.0,91.0,783.0,2Story,1,Attchd,3.0,2008,287500
1109,81.0,81.0,525.0,2Story,2,Attchd,2.0,2008,271000
1110,91.0,91.0,691.0,1Story,1,Attchd,2.0,2008,301500
1111,92.0,92.0,830.0,1Story,0,Attchd,3.0,2008,235128
1112,86.0,86.0,668.0,2Story,1,BuiltIn,3.0,2008,214000
1113,75.0,75.0,824.0,1Story,1,Attchd,3.0,2008,232000
1114,74.0,74.0,642.0,1Story,1,Attchd,3.0,2008,240000
1115,75.0,75.0,592.0,1Story,1,Attchd,2.0,2008,264132
1116,78.0,78.0,758.0,1Story,1,Attchd,3.0,2008,245000
1117,91.0,91.0,554.0,1Story,0,Attchd,2.0,2008,227680
1118,73.0,73.0,851.0,2Story,1,BuiltIn,3.0,2008,257000
1119,80.0,80.0,880.0,2Story,1,Attchd,3.0,2008,297900
1120,87.0,87.0,480.0,1Story,1,Attchd,2.0,2008,247000
1121,72.0,72.0,588.0,1Story,0,Attchd,2.0,2008,212700
1122,72.0,72.0,529.0,1Story,0,Attchd,2.0,2008,250580
1123,95.0,95.0,480.0,1Story,0,Attchd,2.0,2008,182000
1124,75.0,75.0,603.0,2Story,0,Attchd,2.0,2008,226700
1125,75.0,75.0,648.0,2Story,1,Attchd,2.0,2008,250000
1126,85.0,85.0,936.0,2Story,1,Attchd,3.0,2008,250000
1127,85.0,85.0,836.0,2Story,1,Attchd,3.0,2008,339750
1128,65.0,65.0,562.0,2Story,0,Attchd,2.0,2008,205950
1129,85.0,85.0,660.0,1Story,1,Attchd,3.0,2008,256000
1130,62.0,62.0,462.0,1Story,0,Attchd,2.0,2008,230348
1131,64.0,64.0,673.0,2Story,0,Attchd,2.0,2008,207500
1132,63.0,63.0,0.0,1Story,0,,0.0,2008,141000
1133,68.0,68.0,542.0,2Story,0,Attchd,2.0,2008,188000
1134,67.0,67.0,478.0,2Story,0,Attchd,2.0,2008,192500
1135,63.0,63.0,0.0,1Story,0,,0.0,2008,146000
1136,66.0,66.0,576.0,1Story,0,Detchd,2.0,2008,159000
1137,66.0,66.0,576.0,1Story,0,Detchd,2.0,2008,155000
1138,65.0,65.0,520.0,2Story,0,Attchd,2.0,2008,173000
1139,81.0,81.0,483.0,1Story,0,Attchd,2.0,2008,170000
1140,65.0,65.0,525.0,2Story,0,Attchd,2.0,2008,182000
1141,50.0,50.0,474.0,2Story,0,Attchd,2.0,2008,163000
1142,65.0,65.0,575.0,1Story,1,Attchd,2.0,2008,193500
1143,43.0,43.0,483.0,2Story,0,Attchd,2.0,2008,189000
1144,65.0,65.0,627.0,2Story,0,Attchd,2.0,2008,190500
1145,75.0,75.0,506.0,2Story,0,Attchd,2.0,2008,175000
1146,,,496.0,1Story,0,Attchd,2.0,2008,179200
1147,76.0,76.0,506.0,2Story,0,Attchd,2.0,2008,187000
1148,50.0,50.0,533.0,1Story,1,Attchd,2.0,2008,193000
1149,55.0,55.0,530.0,1Story,0,Attchd,2.0,2008,153900
1150,70.0,70.0,384.0,1Story,1,Attchd,1.0,2008,128000
1151,,,352.0,1Story,0,Detchd,1.0,2008,144000
1152,75.0,75.0,420.0,1Story,1,Detchd,1.0,2008,135000
1153,65.0,65.0,308.0,1Story,0,Detchd,1.0,2008,115000
1154,60.0,60.0,276.0,1Story,0,Attchd,1.0,2008,119916
1155,65.0,65.0,288.0,1Story,0,Detchd,1.0,2008,142000
1156,95.0,95.0,484.0,1Story,2,Attchd,2.0,2008,192000
1157,70.0,70.0,490.0,1.5Fin,1,Detchd,2.0,2008,140000
1158,,,473.0,2Story,2,Attchd,2.0,2008,290000
1159,105.0,105.0,636.0,1.5Fin,1,Attchd,2.0,2008,372500
1160,59.0,59.0,530.0,1Story,0,Attchd,2.0,2008,196000
1161,35.0,35.0,625.0,2Story,0,Detchd,2.0,2008,171900
1162,37.0,37.0,495.0,1Story,0,Attchd,2.0,2008,178000
1163,30.0,30.0,480.0,2Story,0,Detchd,2.0,2008,165000
1164,30.0,30.0,540.0,2Story,0,Detchd,2.0,2008,146000
1165,34.0,34.0,540.0,2Story,0,Detchd,2.0,2008,146000
1166,24.0,24.0,440.0,2Story,0,Detchd,2.0,2008,179400
1167,24.0,24.0,440.0,2Story,0,Detchd,2.0,2008,172900
1168,,,495.0,1Story,1,Attchd,2.0,2008,300000
1169,,,545.0,1Story,1,Attchd,2.0,2008,285000
1170,42.0,42.0,588.0,1Story,1,Attchd,2.0,2008,290000
1171,35.0,35.0,484.0,1Story,1,Attchd,2.0,2008,305000
1172,50.0,50.0,506.0,1Story,1,Attchd,2.0,2008,328900
1173,24.0,24.0,462.0,2Story,0,Detchd,2.0,2008,160000
1174,24.0,24.0,462.0,SLvl,0,Detchd,2.0,2008,170000
1175,79.0,79.0,546.0,2Story,1,Attchd,2.0,2008,223000
1176,24.0,24.0,480.0,2Story,0,Detchd,2.0,2008,170000
1177,24.0,24.0,480.0,2Story,0,Detchd,2.0,2008,200000
1178,36.0,36.0,846.0,2Story,1,Attchd,2.0,2008,345000
1179,38.0,38.0,500.0,1Story,2,Attchd,2.0,2008,245500
1180,22.0,22.0,477.0,1Story,1,Attchd,2.0,2008,217500
1181,32.0,32.0,473.0,1Story,2,Attchd,2.0,2008,324000
1182,,,516.0,1Story,0,Attchd,2.0,2008,162500
1183,,,864.0,2Story,1,Attchd,3.0,2008,150000
1184,103.0,103.0,550.0,1Story,1,Attchd,2.0,2008,290000
1185,,,469.0,2Story,1,Attchd,2.0,2008,205000
1186,80.0,80.0,530.0,1Story,1,Attchd,2.0,2008,174000
1187,,,516.0,SLvl,0,Attchd,2.0,2008,183000
1188,85.0,85.0,512.0,1Story,1,Attchd,2.0,2008,150000
1189,80.0,80.0,528.0,1Story,0,Attchd,2.0,2008,145000
1190,,,578.0,1Story,1,Attchd,2.0,2008,215000
1191,75.0,75.0,484.0,1Story,0,Detchd,2.0,2008,140500
1192,90.0,90.0,624.0,2Story,1,Attchd,2.0,2008,240000
1193,73.0,73.0,470.0,2Story,0,Attchd,2.0,2008,141000
1194,72.0,72.0,576.0,1Story,0,Detchd,2.0,2008,147000
1195,65.0,65.0,576.0,1Story,0,Detchd,2.0,2008,135000
1196,72.0,72.0,576.0,1Story,0,Detchd,2.0,2008,145000
1197,74.0,74.0,576.0,1Story,0,Detchd,2.0,2008,142600
1198,87.0,87.0,506.0,1Story,0,Detchd,2.0,2008,135000
1199,,,464.0,2Story,0,Attchd,2.0,2008,170000
1200,,,831.0,2Story,2,BuiltIn,2.0,2008,299800
1201,76.0,76.0,540.0,2Story,1,Attchd,2.0,2008,185000
1202,,,484.0,2Story,0,Attchd,2.0,2008,173000
1203,,,588.0,SFoyer,0,Attchd,2.0,2008,178400
1204,,,486.0,2Story,1,Attchd,2.0,2008,176000
1205,74.0,74.0,267.0,1Story,0,Attchd,1.0,2008,98000
1206,77.0,77.0,352.0,1Story,0,Detchd,1.0,2008,109008
1207,,,283.0,1Story,0,Detchd,1.0,2008,135750
1208,80.0,80.0,525.0,1Story,0,Attchd,2.0,2008,155000
1209,100.0,100.0,576.0,1Story,1,Attchd,2.0,2008,180500
